stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,wheelchair_boarding
1226,1226,"Pockett Av opp Wiburd St",-35.470394,149.097662,,,0,0
1227,1227,"Banks Shops Pockett Av",-35.472431,149.095951,,,0,0
1228,1228,"Pockett Av before Brockway Cct",-35.473497,149.091731,,,0,0
1229,1229,"Knoke Av after Coventry Cl",-35.472849,149.089454,,,0,0
1230,1230,"Knoke Av after Minnett Cl",-35.470765,149.088898,,,0,0
1231,1231,"Knoke Av opp O'Hara Cl",-35.470876,149.088786,,,0,0
1232,1232,"Knoke Av before 2nd Mina Wylie Cr",-35.467176,149.087682,,,0,0
1233,1233,"Knoke Av before Matson St",-35.465670,149.085585,,,0,0
1234,1234,"Knoke Av opp Jim Pike Av",-35.461984,149.083647,,,0,0
1235,1235,"Knoke Av after Midge St",-35.460663,149.085728,,,0,0
1237,1237,"Lewis Luxton Av before 1st Cerutty Cr",-35.452995,149.087346,,,0,0
1238,1238,"Lewis Luxton Av before Blinkhorn Pl",-35.450896,149.089342,,,0,0
1239,1239,"61 Lewis Luxton Av",-35.448733,149.087143,,,0,0
1240,1240,"Preddey Way at Fingleton Cr",-35.448164,149.084205,,,0,0
1241,1241,"Clare Dennis Av before 2nd Noel Ryan Gdn",-35.446543,149.085447,,,0,0
1242,1242,"Clare Dennis Av opp Churchill Way",-35.444641,149.087167,,,0,0
1243,1243,"Clare Dennis Av after Woodfull Lp",-35.443120,149.085845,,,0,0
1248,1248,"Streeton Dr before 1st Fremantle Dr",-35.344680,149.047096,,,0,0
1249,1249,"Streeton Dr before Hindmarsh Dr",-35.344613,149.047036,,,0,0
1250,1250,"Fremantle Dr after Streeton Dr",-35.346407,149.046936,,,0,0
1251,1251,"Fremantle Dr before Streeton Dr",-35.346600,149.047038,,,0,0
1252,1252,"Fremantle Dr before Bunbury St",-35.348284,149.049235,,,0,0
1253,1253,"Fremantle Dr opp 1st McKail Cr",-35.347360,149.048194,,,0,0
1258,1258,"Namatjira Dr opp St John Vianney",-35.352580,149.053303,,,0,0
1259,1259,"Namatjira Dr after Streeton Dr",-35.355188,149.050493,,,0,0
1260,1260,"St John Vianney Namatjira Dr",-35.351922,149.054150,,,0,0
1261,1261,"Tom Roberts Av after Wiburd St",-35.466561,149.100512,,,0,0
1262,1262,"Wiburd St before Pockett Av",-35.469931,149.098659,,,0,0
1263,1263,"Namatjira Dr after Badimara St",-35.355115,149.050801,,,0,0
1264,1264,"Namatjira Dr opp Perry Dr",-35.358480,149.047931,,,0,0
1265,1265,"Namatjira Dr before Kapunda St",-35.360591,149.047806,,,0,0
1266,1266,"Namatjira Dr opp 204",-35.363693,149.049925,,,0,0
1269,1269,"Namatjira Dr after Perry Dr",-35.358207,149.047876,,,0,0
1270,1270,"Namatjira Dr before Perry Dr",-35.360443,149.047657,,,0,0
1271,1271,"Namatjira Dr opp 223",-35.364329,149.050323,,,0,0
1272,1272,"Kambah Pool Rd after Sulwood Dr",-35.375136,149.048963,,,0,0
1273,1273,"Kambah Pool Rd after Barritt St",-35.375340,149.048615,,,0,0
1274,1274,"Barritt St after Kambah Pool Rd",-35.377991,149.048365,,,0,0
1275,1275,"Barritt St before Kambah Pool Rd",-35.378093,149.048299,,,0,0
1276,1276,"Barritt St before Boddington Cr",-35.380209,149.051860,,,0,0
1277,1277,"Barritt St after Boddington Cr",-35.379861,149.051195,,,0,0
1278,1278,"Boddington Cr before Barritt St",-35.381211,149.051777,,,0,0
1279,1279,"Boddington Cr after Carleton St",-35.382091,149.051152,,,0,0
1280,1280,"Boddington Cr opp Carleton St",-35.382089,149.051281,,,0,0
1281,1281,"Boddington Cr before 1st Castley Cct",-35.385031,149.050564,,,0,0
1282,1282,"Boddington Cr after 2nd Crozier Cct",-35.385778,149.050416,,,0,0
1283,1283,"Boddington Cr after 2nd Castley Cct",-35.389283,149.051643,,,0,0
1284,1284,"Boddington Cr after Bateman St",-35.389192,149.051368,,,0,0
1285,1285,"Boddington Cr opp McLeod Pl",-35.390043,149.053656,,,0,0
1286,1286,"Boddington Cr opp Broad Pl",-35.389199,149.056659,,,0,0
1287,1287,"Boddington Cr after McLeod Pl",-35.390316,149.053797,,,0,0
1288,1288,"Boddington Cr before Broad Pl",-35.389395,149.057158,,,0,0
1289,1289,"O'Halloran Cct opp Boddington Cr",-35.390376,149.059036,,,0,0
1290,1290,"O'Halloran Cct before Boddington Cr",-35.390364,149.058859,,,0,0
1291,1291,"O'Halloran Cct after 2nd Springbett St",-35.392912,149.058194,,,0,0
1292,1292,"O'Halloran Cct before 2nd McKillop Cct",-35.393119,149.058008,,,0,0
1293,1293,"O'Halloran Cct before 1st Snodgrass Cr",-35.395622,149.059255,,,0,0
1294,1294,"O'Halloran Cct opp 2nd Snodgrass Cr",-35.395814,149.059279,,,0,0
1295,1295,"O'Halloran Cct before Vansittart Cr",-35.395790,149.062886,,,0,0
1296,1296,"O'Halloran Cct after Vansittart Cr",-35.395919,149.062892,,,0,0
1297,1297,"O'Halloran Cct before Ashby Cct",-35.394099,149.065924,,,0,0
1298,1298,"O'Halloran Cct opp Ashby Cct",-35.393972,149.065792,,,0,0
1299,1299,"O'Halloran Cct opp Namadgi School",-35.393073,149.067676,,,0,0
13,13,"Tuggeranong Interchange Arrivals",-35.414955,149.066080,,https://www.transport.act.gov.au/__data/assets/pdf_file/0013/1244200/TC_station_tuggeranong.pdf,0,0
1300,1300,"Namadgi School O'Halloran Cct",-35.392579,149.068207,,,0,0
1301,1301,"Summerland Cct after Vanzetti Cr",-35.391096,149.071581,,,0,0
1302,1302,"Summerland Cct before 1st Kingsmill St",-35.390979,149.071495,,,0,0
1303,1303,"Summerland Cct before 2nd Kingsmill St",-35.390028,149.073554,,,0,0
1304,1304,"Summerland Cct after Livingston Av",-35.390173,149.073483,,,0,0
1319,1319,"Wheeler Cr before Wanniassa HS",-35.394195,149.084369,,,0,0
1320,1320,"St Anthonys PS Wheeler Cr",-35.394895,149.080012,,,0,0
1321,1321,"Wheeler Cr after Wanniassa HS",-35.394279,149.084970,,,0,0
1322,1322,"Wheeler Cr opp St Anthonys PS",-35.394982,149.079947,,,0,0
1323,1323,"Fincham Cr after Morrissey St",-35.396160,149.078911,,,0,0
1324,1324,"Fincham Cr after Wheeler Cr",-35.396300,149.079126,,,0,0
1325,1325,"Fincham Cr before Stutt St",-35.398613,149.080301,,,0,0
1326,1326,"Fincham Cr after 1st DeGraves Cr",-35.398902,149.080518,,,0,0
1327,1327,"Forlonge St after Fincham Cr",-35.401054,149.081262,,,0,0
1328,1328,"Forlonge St before Gair Pl",-35.401413,149.080926,,,0,0
1335,1335,"Sternberg Cr opp Houston St",-35.402386,149.092810,,,0,0
1336,1336,"Sternberg Cr opp Whiteman Cr",-35.401200,149.094982,,,0,0
1337,1337,"Sternberg Cr before Houston St",-35.402350,149.092721,,,0,0
1338,1338,"Sternberg Cr after Whiteman St",-35.401034,149.095201,,,0,0
1339,1339,"Sternberg Cr after Langdon Av",-35.401439,149.098251,,,0,0
1340,1340,"Sternberg Cr after Comrie St",-35.401696,149.098671,,,0,0
1341,1341,"Drakeford Dr after Boddington Cr",-35.377343,149.056195,,,0,0
1342,1342,"Drakeford Dr before Marconi Cr",-35.377347,149.056592,,,0,0
1343,1343,"Marconi Cr opp Kambah Village",-35.378927,149.057634,,,0,0
1344,1344,"Kambah Village Marconi Cr",-35.379136,149.057769,,,0,0
1345,1345,"Marconi Cr before 2nd Harrington Cct",-35.377833,149.060636,,,0,0
1346,1346,"Marconi Cr after Wyselaskie Cct",-35.378267,149.060110,,,0,0
1347,1347,"Marconi Cr opp Taylor PS",-35.377614,149.064032,,,0,0
1348,1348,"Taylor PS Marconi Cr",-35.377741,149.064060,,,0,0
1349,1349,"Marconi Cr after 2nd Lascelles Cct",-35.378684,149.065348,,,0,0
1350,1350,"Marconi Cr after Inkster St",-35.378728,149.065491,,,0,0
1351,1351,"Marconi Cr after 1st Lascelles Cct",-35.381701,149.065314,,,0,0
1352,1352,"Marconi Cr after Hutchison Cr",-35.381402,149.065583,,,0,0
1353,1353,"Summerland Cct before Hutchison Cr",-35.383372,149.067470,,,0,0
1354,1354,"Summerland Cct opp Hutchison Cr",-35.383463,149.067486,,,0,0
1355,1355,"Summerland Cct before Mannheim St",-35.384914,149.070892,,,0,0
1356,1356,"Summerland Cct before 1st Gallagher St",-35.385020,149.071134,,,0,0
1357,1357,"Summerland Cct after 2nd Lee-Steere Cr",-35.387624,149.075039,,,0,0
1358,1358,"Summerland Cct opp 1st Lee-Steere Cr",-35.387515,149.074926,,,0,0
1359,1359,"Langdon Av after Dyer Pl",-35.392409,149.089645,,,0,0
1360,1360,"Langdon Av after Macbain St",-35.392319,149.089323,,,0,0
1361,1361,"Langdon Av before Carr Cr",-35.392568,149.093016,,,0,0
1362,1362,"Langdon Av before Billson Pl",-35.392174,149.093685,,,0,0
1363,1363,"Wanniassa Hills PS Langdon Av",-35.392151,149.095783,,,0,0
1364,1364,"Langdon Av opp Wanniassa Hills PS",-35.392879,149.096560,,,0,0
1365,1365,"Langdon Av after Gaunson Cr",-35.396342,149.096387,,,0,0
1366,1366,"Langdon Av after Kirkton St",-35.396096,149.096231,,,0,0
1367,1367,"Langdon Av before 2nd Brunton St",-35.397873,149.097417,,,0,0
1368,1368,"Langdon Av before Longmore Cr",-35.397754,149.097416,,,0,0
1369,1369,"Langdon Av before Embling St",-35.400370,149.097398,,,0,0
1370,1370,"Langdon Av before Bussau Cl",-35.400017,149.097735,,,0,0
1371,1371,"Drakeford Dr after Mortimer Lewis Dr",-35.402577,149.074423,,,0,0
1372,1372,"Drakeford Dr before Taverner St",-35.401228,149.074572,,,0,0
1373,1373,"Drakeford Dr after Taverner St",-35.408028,149.073539,,,0,0
1374,1374,"Drakeford Dr after Soward Way",-35.408348,149.073076,,,0,0
1375,1375,"Athllon Dr before Reed St",-35.418158,149.064405,,,0,0
1376,1376,"Hindmarsh Dr after Ball St",-35.348742,149.087830,,,0,0
1377,1377,"Sainsbury St after Longmore Cr",-35.387071,149.097437,,,0,0
1378,1378,"Sainsbury St before Longmore Cr",-35.387174,149.097611,,,0,0
1400,1400,"Newman-Morris Cct opp 2nd Connibere Cr",-35.407481,149.075700,,,0,0
1401,1401,"Newman-Morris Cct before 1st Connibere Cr",-35.407218,149.075690,,,0,0
1402,1402,"Newman-Morris Cct before 1st Singleton Cr",-35.410852,149.075058,,,0,0
1403,1403,"77 Newman-Morris Cct",-35.410988,149.075168,,,0,0
1404,1404,"Newman-Morris Cct after 1st Collocott Cr",-35.413455,149.076071,,,0,0
1405,1405,"Newman-Morris Cct opp 2nd Collocott Cr",-35.413535,149.076332,,,0,0
1406,1406,"Newman-Morris Cct before 2nd Cuthbertson Cr",-35.412838,149.079376,,,0,0
1407,1407,"Newman-Morris Cct before 2nd Maconochie Cr",-35.413294,149.078626,,,0,0
1408,1408,"Lakeside Leisure Centre Anketell St",-35.412150,149.063186,,,0,0
1409,1409,"Learmonth Dr after Vansittart Cr",-35.401969,149.060866,,,0,0
1410,1410,"Learmonth Dr opp Vansittart Cr",-35.402084,149.060775,,,0,0
1411,1411,"Vansittart Cr after 1st Stieglitz Cct",-35.400156,149.062603,,,0,0
1412,1412,"Vansittart Cr after 1st Ragless Cct",-35.400089,149.062464,,,0,0
1413,1413,"Learmonth Dr after Athllon Dr",-35.403181,149.063357,,,0,0
1414,1414,"Learmonth Dr before Athllon Dr",-35.403084,149.063520,,,0,0
1415,1415,"Vansittart Cr opp Pinkerton Cct",-35.397225,149.064054,,,0,0
1416,1416,"Vansittart Cr before Pinkerton Cct",-35.397462,149.064247,,,0,0
1417,1417,"Tuggeranong Pkwy after Sulwood Dr",-35.373045,149.056882,,,0,0
